fund,quarter,sector,weight
AM,2015Q1,Healthcare,0.08779999999999999
AM,2015Q1,Industrials,0.2069
AM,2015Q1,Materials,0.0696
AM,2015Q1,Technology,0.0665
AM,2015Q1,Unknown,0.034199999999999994
AM,2015Q2,Communication Services,0.0451
AM,2015Q2,Consumer Discretionary,0.3709
AM,2015Q2,Healthcare,0.0941
AM,2015Q2,Industrials,0.1562
AM,2015Q2,Materials,0.0617
AM,2015Q2,Technology,0.11879999999999999
AM,2015Q2,Unknown,0.052199999999999996
AM,2015Q3,Communication Services,0.0403
AM,2015Q3,Consumer Discretionary,0.3016
AM,2015Q3,Financials,0.0129
AM,2015Q3,Healthcare,0.0977
AM,2015Q3,Industrials,0.2456
AM,2015Q3,Materials,0.0645
AM,2015Q3,Technology,0.12229999999999999
AM,2015Q3,Unknown,0.038599999999999995
AM,2015Q4,Communication Services,0.094
AM,2015Q4,Consumer Discretionary,0.2023
AM,2015Q4,Energy,0.07269999999999999
AM,2015Q4,Financials,0.04190000000000001
AM,2015Q4,Healthcare,0.0889
AM,2015Q4,Industrials,0.16499999999999998
AM,2015Q4,Materials,0.0383
AM,2015Q4,Technology,0.046400000000000004
AM,2015Q4,Unknown,0.0222
AM,2015Q4,Utilities,0.050199999999999995
AM,2016Q1,Communication Services,0.148
AM,2016Q1,Consumer Discretionary,0.0745
AM,2016Q1,Energy,0.1807
AM,2016Q1,Financials,0.0937
AM,2016Q1,Healthcare,0.0786
AM,2016Q1,Industrials,0.15960000000000002
