fund,quarter,quarter_label,portfolio_value,rank,ticker,company,weight
psc,2017Q4,2017   Q4,$5.87 B,6,PAH,Platform Specialty Products Corp.,0.0683
psc,2017Q4,2017   Q4,$5.87 B,7,NKE,NIKE Inc.,0.0622
psc,2017Q3,2017   Q3,$5.11 B,1,QSR,Restaurant Brands International,0.331
psc,2017Q3,2017   Q3,$5.11 B,2,ADP,Automatic Data Processing Inc.,0.1881
psc,2017Q3,2017   Q3,$5.11 B,3,CMG,Chipotle Mexican Grill Inc.,0.17350000000000002
psc,2017Q3,2017   Q3,$5.11 B,4,MDLZ,Mondelez International,0.1107
psc,2017Q3,2017   Q3,$5.11 B,5,HHH,Howard Hughes Holdings Inc.,0.1085
psc,2017Q3,2017   Q3,$5.11 B,6,PAH,Platform Specialty Products Corp.,0.0882
psc,2017Q2,2017   Q2,$6.02 B,1,QSR,Restaurant Brands International,0.4071
psc,2017Q2,2017   Q2,$6.02 B,2,CMG,Chipotle Mexican Grill Inc.,0.19940000000000002
psc,2017Q2,2017   Q2,$6.02 B,3,MDLZ,Mondelez International,0.1041
psc,2017Q2,2017   Q2,$6.02 B,4,HHH,Howard Hughes Holdings Inc.,0.09609999999999999
psc,2017Q2,2017   Q2,$6.02 B,5,PAH,Platform Specialty Products Corp.,0.08529999999999999
psc,2017Q2,2017   Q2,$6.02 B,6,NOMD,Nomad Foods Ltd,0.0782
psc,2017Q2,2017   Q2,$6.02 B,7,ADP,Automatic Data Processing Inc.,0.0298
psc,2017Q1,2017   Q1,$5.96 B,1,QSR,Restaurant Brands International,0.3661
psc,2017Q1,2017   Q1,$5.96 B,2,CMG,Chipotle Mexican Grill Inc.,0.21539999999999998
psc,2017Q1,2017   Q1,$5.96 B,3,MDLZ,Mondelez International,0.1441
psc,2017Q1,2017   Q1,$5.96 B,4,PAH,Platform Specialty Products Corp.,0.08839999999999999
psc,2017Q1,2017   Q1,$5.96 B,5,HHH,Howard Hughes Holdings Inc.,0.0702
psc,2017Q1,2017   Q1,$5.96 B,6,NOMD,Nomad Foods Ltd,0.064
psc,2017Q1,2017   Q1,$5.96 B,7,APD,Air Products & Chemicals,0.0518
psc,2016Q4,2016   Q4,$5.91 B,1,QSR,Restaurant Brands International,0.3156
psc,2016Q4,2016   Q4,$5.91 B,2,CMG,Chipotle Mexican Grill Inc.,0.1839
psc,2016Q4,2016   Q4,$5.91 B,3,MDLZ,Mondelez International,0.172
psc,2016Q4,2016   Q4,$5.91 B,4,APD,Air Products & Chemicals,0.0941
psc,2016Q4,2016   Q4,$5.91 B,5,HHH,Howard Hughes Holdings Inc.,0.0688
psc,2016Q4,2016   Q4,$5.91 B,6,PAH,Platform Specialty Products Corp.,0.06709999999999999
psc,2016Q4,2016   Q4,$5.91 B,7,NOMD,Nomad Foods Ltd,0.053899999999999997
psc,2016Q4,2016   Q4,$5.91 B,8,BHC,Bausch Health,0.044500000000000005
psc,2016Q3,2016   Q3,$5.41 B,1,QSR,Restaurant Brands International,0.3224
psc,2016Q3,2016   Q3,$5.41 B,2,MDLZ,Mondelez International,0.1861
psc,2016Q3,2016   Q3,$5.41 B,3,APD,Air Products & Chemicals,0.1118
psc,2016Q3,2016   Q3,$5.41 B,4,BHC,Bausch Health,0.09789999999999999
psc,2016Q3,2016   Q3,$5.41 B,5,HHH,Howard Hughes Holdings Inc.,0.0755
psc,2016Q3,2016   Q3,$5.41 B,6,NOMD,Nomad Foods Ltd,0.0728
psc,2016Q3,2016   Q3,$5.41 B,7,PAH,Platform Specialty Products Corp.,0.064
psc,2016Q3,2016   Q3,$5.41 B,8,CMG,Chipotle Mexican Grill Inc.,0.0434
psc,2016Q3,2016   Q3,$5.41 B,9,ZTS,Zoetis Inc.,0.026099999999999998
psc,2016Q2,2016   Q2,$7.51 B,1,QSR,Restaurant Brands International,0.2168
psc,2016Q2,2016   Q2,$7.51 B,2,CP,Canadian Pacific Kansas City,0.16870000000000002
psc,2016Q2,2016   Q2,$7.51 B,3,APD,Air Products & Chemicals,0.1437
psc,2016Q2,2016   Q2,$7.51 B,4,MDLZ,Mondelez International,0.139
psc,2016Q2,2016   Q2,$7.51 B,5,ZTS,Zoetis Inc.,0.1338
psc,2016Q2,2016   Q2,$7.51 B,6,BHC,Bausch Health,0.0579
psc,2016Q2,2016   Q2,$7.51 B,7,HHH,Howard Hughes Holdings Inc.,0.054299999999999994
psc,2016Q2,2016   Q2,$7.51 B,8,PAH,Platform Specialty Products Corp.,0.050499999999999996
psc,2016Q2,2016   Q2,$7.51 B,9,NOMD,Nomad Foods Ltd,0.0354
psc,2016Q1,2016   Q1,$8.85 B,1,ZTS,Zoetis Inc.,0.2094
psc,2016Q1,2016   Q1,$8.85 B,2,CP,Canadian Pacific Kansas City,0.2089
psc,2016Q1,2016   Q1,$8.85 B,3,QSR,Restaurant Brands International,0.17170000000000002
psc,2016Q1,2016   Q1,$8.85 B,4,APD,Air Products & Chemicals,0.12369999999999999
psc,2016Q1,2016   Q1,$8.85 B,5,MDLZ,Mondelez International,0.10400000000000001
psc,2016Q1,2016   Q1,$8.85 B,6,BHC,Bausch Health,0.0641
psc,2016Q1,2016   Q1,$8.85 B,7,HHH,Howard Hughes Holdings Inc.,0.042699999999999995
psc,2016Q1,2016   Q1,$8.85 B,8,PAH,Platform Specialty Products Corp.,0.0415
psc,2016Q1,2016   Q1,$8.85 B,9,NOMD,Nomad Foods Ltd,0.0339
psc,2015Q4,2015   Q4,$12.5 B,1,APD,Air Products & Chemicals,0.2146
psc,2015Q4,2015   Q4,$12.5 B,2,ZTS,Zoetis Inc.,0.1609
psc,2015Q4,2015   Q4,$12.5 B,3,MDLZ,Mondelez International,0.1561
psc,2015Q4,2015   Q4,$12.5 B,4,CP,Canadian Pacific Kansas City,0.14279999999999998
psc,2015Q4,2015   Q4,$12.5 B,5,BHC,Bausch Health,0.1354
psc,2015Q4,2015   Q4,$12.5 B,6,QSR,Restaurant Brands International,0.114
psc,2015Q4,2015   Q4,$12.5 B,7,PAH,Platform Specialty Products Corp.,0.044000000000000004
psc,2015Q4,2015   Q4,$12.5 B,8,HHH,Howard Hughes Holdings Inc.,0.032400000000000005
psc,2015Q3,2015   Q3,$14 B,1,BHC,Bausch Health,0.249
psc,2015Q3,2015   Q3,$14 B,2,APD,Air Products & Chemicals,0.18789999999999998
psc,2015Q3,2015   Q3,$14 B,3,CP,Canadian Pacific Kansas City,0.1435
psc,2015Q3,2015   Q3,$14 B,4,MDLZ,Mondelez International,0.13019999999999998
psc,2015Q3,2015   Q3,$14 B,5,ZTS,Zoetis Inc.,0.1235
psc,2015Q3,2015   Q3,$14 B,6,QSR,Restaurant Brands International,0.09789999999999999
psc,2015Q3,2015   Q3,$14 B,7,PAH,Platform Specialty Products Corp.,0.0388
psc,2015Q3,2015   Q3,$14 B,8,HHH,Howard Hughes Holdings Inc.,0.029300000000000003
psc,2015Q2,2015   Q2,$14.4 B,1,BHC,Bausch Health,0.2995
psc,2015Q2,2015   Q2,$14.4 B,2,APD,Air Products & Chemicals,0.1946
psc,2015Q2,2015   Q2,$14.4 B,3,CP,Canadian Pacific Kansas City,0.15460000000000002
psc,2015Q2,2015   Q2,$14.4 B,4,ZTS,Zoetis Inc.,0.1396
psc,2015Q2,2015   Q2,$14.4 B,5,QSR,Restaurant Brands International,0.1005
psc,2015Q2,2015   Q2,$14.4 B,6,PAH,Platform Specialty Products Corp.,0.0757
psc,2015Q2,2015   Q2,$14.4 B,7,HHH,Howard Hughes Holdings Inc.,0.0355
psc,2015Q1,2015   Q1,$15 B,1,BHC,Bausch Health,0.2584
psc,2015Q1,2015   Q1,$15 B,2,APD,Air Products & Chemicals,0.2077
psc,2015Q1,2015   Q1,$15 B,3,CP,Canadian Pacific Kansas City,0.17010000000000003
psc,2015Q1,2015   Q1,$15 B,4,ZTS,Zoetis Inc.,0.1293
psc,2015Q1,2015   Q1,$15 B,5,QSR,Restaurant Brands International,0.0975
psc,2015Q1,2015   Q1,$15 B,6,PAH,Platform Specialty Products Corp.,0.0733
psc,2015Q1,2015   Q1,$15 B,7,HHH,Howard Hughes Holdings Inc.,0.0369
psc,2015Q1,2015   Q1,$15 B,8,ACT-OLD,Actavis plc,0.0268
psc,2014Q4,2014   Q4,$16 B,1,AGN,Allergan Plc,0.353
psc,2014Q4,2014   Q4,$16 B,2,APD,Air Products & Chemicals,0.18469999999999998
psc,2014Q4,2014   Q4,$16 B,3,CP,Canadian Pacific Kansas City,0.1674
psc,2014Q4,2014   Q4,$16 B,4,ZTS,Zoetis Inc.,0.1115
psc,2014Q4,2014   Q4,$16 B,5,QSR,Restaurant Brands International,0.0925
psc,2014Q4,2014   Q4,$16 B,6,PAH,Platform Specialty Products Corp.,0.061900000000000004
psc,2014Q4,2014   Q4,$16 B,7,HHH,Howard Hughes Holdings Inc.,0.028999999999999998
psc,2014Q3,2014   Q3,$13.4 B,1,AGN,Allergan Plc,0.3833
psc,2014Q3,2014   Q3,$13.4 B,2,CP,Canadian Pacific Kansas City,0.21539999999999998
psc,2014Q3,2014   Q3,$13.4 B,3,APD,Air Products & Chemicals,0.1993
psc,2014Q3,2014   Q3,$13.4 B,4,BKW-OLD,Burger King Worldwide Inc.,0.0848
psc,2014Q3,2014   Q3,$13.4 B,5,PAH,Platform Specialty Products Corp.,0.0621
psc,2014Q3,2014   Q3,$13.4 B,6,HHH,Howard Hughes Holdings Inc.,0.039900000000000005
psc,2014Q3,2014   Q3,$13.4 B,7,ZTS,Zoetis Inc.,0.0152
psc,2014Q2,2014   Q2,$12.6 B,1,AGN,Allergan Plc,0.38789999999999997
psc,2014Q2,2014   Q2,$12.6 B,2,APD,Air Products & Chemicals,0.20980000000000001
psc,2014Q2,2014   Q2,$12.6 B,3,CP,Canadian Pacific Kansas City,0.2004
psc,2014Q2,2014   Q2,$12.6 B,4,BKW-OLD,Burger King Worldwide Inc.,0.08289999999999999
psc,2014Q2,2014   Q2,$12.6 B,5,PAH,Platform Specialty Products Corp.,0.0742
psc,2014Q2,2014   Q2,$12.6 B,6,HHH,Howard Hughes Holdings Inc.,0.0447
psc,2014Q1,2014   Q1,$8.38 B,1,CP,Canadian Pacific Kansas City,0.3081
psc,2014Q1,2014   Q1,$8.38 B,2,APD,Air Products & Chemicals,0.2919
psc,2014Q1,2014   Q1,$8.38 B,3,BKW-OLD,Burger King Worldwide Inc.,0.1216
psc,2014Q1,2014   Q1,$8.38 B,4,BEAM,Beam Inc.,0.11599999999999999
psc,2014Q1,2014   Q1,$8.38 B,5,PAH,Platform Specialty Products Corp.,0.0758
psc,2014Q1,2014   Q1,$8.38 B,6,HHH,Howard Hughes Holdings Inc.,0.0608
psc,2014Q1,2014   Q1,$8.38 B,7,AIV,Apartment Investment & Mgmt Co.,0.013500000000000002
psc,2014Q1,2014   Q1,$8.38 B,8,AGN,Allergan Plc,0.0088
psc,2014Q1,2014   Q1,$8.38 B,9,HME,Home Properties Inc.,0.0034000000000000002
psc,2013Q4,2013   Q4,$8.23 B,1,CP,Canadian Pacific Kansas City,0.3155
psc,2013Q4,2013   Q4,$8.23 B,2,APD,Air Products & Chemicals,0.2791
psc,2013Q4,2013   Q4,$8.23 B,3,BEAM,Beam Inc.,0.1721
psc,2013Q4,2013   Q4,$8.23 B,4,BKW-OLD,Burger King Worldwide Inc.,0.1066
psc,2013Q4,2013   Q4,$8.23 B,5,GGP,Genl Growth Properties,0.0674
psc,2013Q4,2013   Q4,$8.23 B,6,HHH,Howard Hughes Holdings Inc.,0.0521
psc,2013Q4,2013   Q4,$8.23 B,7,PG,Procter & Gamble,0.0073
psc,2013Q3,2013   Q3,$8.39 B,1,CP,Canadian Pacific Kansas City,0.34
psc,2013Q3,2013   Q3,$8.39 B,2,APD,Air Products & Chemicals,0.2611
psc,2013Q3,2013   Q3,$8.39 B,3,BEAM,Beam Inc.,0.1605
psc,2013Q3,2013   Q3,$8.39 B,4,BKW-OLD,Burger King Worldwide Inc.,0.08929999999999999
psc,2013Q3,2013   Q3,$8.39 B,5,GGP,Genl Growth Properties,0.0821
psc,2013Q3,2013   Q3,$8.39 B,6,HHH,Howard Hughes Holdings Inc.,0.0478
psc,2013Q3,2013   Q3,$8.39 B,7,PG,Procter & Gamble,0.0191
psc,2013Q2,2013   Q2,$9.03 B,1,CP,Canadian Pacific Kansas City,0.3249
psc,2013Q2,2013   Q2,$9.03 B,2,GGP,Genl Growth Properties,0.1492
psc,2013Q2,2013   Q2,$9.03 B,3,BEAM,Beam Inc.,0.14550000000000002
psc,2013Q2,2013   Q2,$9.03 B,4,APD,Air Products & Chemicals,0.1024
psc,2013Q2,2013   Q2,$9.03 B,5,BKW-OLD,Burger King Worldwide Inc.,0.08289999999999999
psc,2013Q2,2013   Q2,$9.03 B,6,PG,Procter & Gamble,0.0762
psc,2013Q2,2013   Q2,$9.03 B,7,JCP,Penney (J.C.),0.0739
psc,2013Q2,2013   Q2,$9.03 B,8,HHH,Howard Hughes Holdings Inc.,0.0443
psc,2013Q2,2013   Q2,$9.03 B,9,MATX,Matson Inc.,0.0006
psc,2013Q1,2013   Q1,$9.99 B,1,CP,Canadian Pacific Kansas City,0.3154
psc,2013Q1,2013   Q1,$9.99 B,2,PG,Procter & Gamble,0.2155
psc,2013Q1,2013   Q1,$9.99 B,3,GGP,Genl Growth Properties,0.1487
psc,2013Q1,2013   Q1,$9.99 B,4,BEAM,Beam Inc.,0.1324
psc,2013Q1,2013   Q1,$9.99 B,5,BKW-OLD,Burger King Worldwide Inc.,0.0733
psc,2013Q1,2013   Q1,$9.99 B,6,JCP,Penney (J.C.),0.0591
psc,2013Q1,2013   Q1,$9.99 B,7,HHH,Howard Hughes Holdings Inc.,0.029900000000000003
psc,2013Q1,2013   Q1,$9.99 B,8,MDLZ,Mondelez International,0.0183
psc,2013Q1,2013   Q1,$9.99 B,9,MATX,Matson Inc.,0.0075
psc,2012Q4,2012   Q4,$9.01 B,1,CP,Canadian Pacific Kansas City,0.2724
psc,2012Q4,2012   Q4,$9.01 B,2,PG,Procter & Gamble,0.21050000000000002
psc,2012Q4,2012   Q4,$9.01 B,3,GGP,Genl Growth Properties,0.1646
psc,2012Q4,2012   Q4,$9.01 B,4,BEAM,Beam Inc.,0.1411
psc,2012Q4,2012   Q4,$9.01 B,5,JCP,Penney (J.C.),0.0855
psc,2012Q4,2012   Q4,$9.01 B,6,BKW-OLD,Burger King Worldwide Inc.,0.07
psc,2012Q4,2012   Q4,$9.01 B,7,HHH,Howard Hughes Holdings Inc.,0.028900000000000002
psc,2012Q4,2012   Q4,$9.01 B,8,MDLZ,Mondelez International,0.0169
psc,2012Q4,2012   Q4,$9.01 B,9,MATX,Matson Inc.,0.01
psc,2012Q3,2012   Q3,$8.45 B,1,CP,Canadian Pacific Kansas City,0.237
psc,2012Q3,2012   Q3,$8.45 B,2,PG,Procter & Gamble,0.22940000000000002
psc,2012Q3,2012   Q3,$8.45 B,3,GGP,Genl Growth Properties,0.1723
psc,2012Q3,2012   Q3,$8.45 B,4,BEAM,Beam Inc.,0.1418
psc,2012Q3,2012   Q3,$8.45 B,5,JCP,Penney (J.C.),0.11230000000000001
psc,2012Q3,2012   Q3,$8.45 B,6,BKW-OLD,Burger King Worldwide Inc.,0.0633
psc,2012Q3,2012   Q3,$8.45 B,7,HHH,Howard Hughes Holdings Inc.,0.03
psc,2012Q3,2012   Q3,$8.45 B,8,MATX,Matson Inc.,0.009000000000000001
psc,2012Q3,2012   Q3,$8.45 B,9,ALEX-OLD,Alexander & Baldwin,0.0049
psc,2012Q2,2012   Q2,$7.08 B,1,CP,Canadian Pacific Kansas City,0.2502
psc,2012Q2,2012   Q2,$7.08 B,2,PG,Procter & Gamble,0.18969999999999998
psc,2012Q2,2012   Q2,$7.08 B,3,GGP,Genl Growth Properties,0.18469999999999998
psc,2012Q2,2012   Q2,$7.08 B,4,BEAM,Beam Inc.,0.1839
psc,2012Q2,2012   Q2,$7.08 B,5,JCP,Penney (J.C.),0.12869999999999998
psc,2012Q2,2012   Q2,$7.08 B,6,HHH,Howard Hughes Holdings Inc.,0.0311
psc,2012Q2,2012   Q2,$7.08 B,7,ALEX-OLD,Alexander & Baldwin,0.0274
psc,2012Q2,2012   Q2,$7.08 B,8,C,Citigroup Inc.,0.0043
psc,2012Q1,2012   Q1,$8.07 B,1,CP,Canadian Pacific Kansas City,0.2273
psc,2012Q1,2012   Q1,$8.07 B,2,JCP,Penney (J.C.),0.17149999999999999
psc,2012Q1,2012   Q1,$8.07 B,3,GGP,Genl Growth Properties,0.152
psc,2012Q1,2012   Q1,$8.07 B,4,BEAM,Beam Inc.,0.151
psc,2012Q1,2012   Q1,$8.07 B,5,C,Citigroup Inc.,0.1183
psc,2012Q1,2012   Q1,$8.07 B,6,MDLZ,Mondelez International,0.073
psc,2012Q1,2012   Q1,$8.07 B,7,FBIN,Fortune Brands Innovations Inc.,0.0364
psc,2012Q1,2012   Q1,$8.07 B,8,HHH,Howard Hughes Holdings Inc.,0.0282
psc,2012Q1,2012   Q1,$8.07 B,9,ALEX-OLD,Alexander & Baldwin,0.0219
psc,2012Q1,2012   Q1,$8.07 B,10,FDO,Family Dollar Stores,0.020499999999999997
psc,2011Q4,2011   Q4,$7.77 B,1,CP,Canadian Pacific Kansas City,0.21050000000000002
psc,2011Q4,2011   Q4,$7.77 B,2,JCP,Penney (J.C.),0.1752
psc,2011Q4,2011   Q4,$7.77 B,3,GGP,Genl Growth Properties,0.13970000000000002
psc,2011Q4,2011   Q4,$7.77 B,4,BEAM,Beam Inc.,0.1373
psc,2011Q4,2011   Q4,$7.77 B,5,MDLZ,Mondelez International,0.1018
psc,2011Q4,2011   Q4,$7.77 B,6,C,Citigroup Inc.,0.0885
psc,2011Q4,2011   Q4,$7.77 B,7,FDO,Family Dollar Stores,0.0623
psc,2011Q4,2011   Q4,$7.77 B,8,FBIN,Fortune Brands Innovations Inc.,0.045700000000000005
psc,2011Q4,2011   Q4,$7.77 B,9,HHH,Howard Hughes Holdings Inc.,0.0203
psc,2011Q4,2011   Q4,$7.77 B,10,ALEX-OLD,Alexander & Baldwin,0.0187
psc,2011Q3,2011   Q3,$6.02 B,1,FO,Fortune Brands Inc.,0.18710000000000002
psc,2011Q3,2011   Q3,$6.02 B,2,JCP,Penney (J.C.),0.1723
psc,2011Q3,2011   Q3,$6.02 B,3,GGP,Genl Growth Properties,0.14529999999999998
psc,2011Q3,2011   Q3,$6.02 B,4,MDLZ,Mondelez International,0.1406
psc,2011Q3,2011   Q3,$6.02 B,5,C,Citigroup Inc.,0.1112
psc,2011Q3,2011   Q3,$6.02 B,6,FDO,Family Dollar Stores,0.09630000000000001
psc,2011Q3,2011   Q3,$6.02 B,7,LOW,Lowe's Cos.,0.0683
psc,2011Q3,2011   Q3,$6.02 B,8,CP,Canadian Pacific Kansas City,0.0323
psc,2011Q3,2011   Q3,$6.02 B,9,HHH,Howard Hughes Holdings Inc.,0.025
psc,2011Q3,2011   Q3,$6.02 B,10,ALEX-OLD,Alexander & Baldwin,0.0216
psc,2011Q2,2011   Q2,$6.39 B,1,JCP,Penney (J.C.),0.20920000000000002
psc,2011Q2,2011   Q2,$6.39 B,2,GGP,Genl Growth Properties,0.1886
psc,2011Q2,2011   Q2,$6.39 B,3,FO,Fortune Brands Inc.,0.17129999999999998
psc,2011Q2,2011   Q2,$6.39 B,4,C,Citigroup Inc.,0.1532
psc,2011Q2,2011   Q2,$6.39 B,5,MDLZ,Mondelez International,0.1225
psc,2011Q2,2011   Q2,$6.39 B,6,FDO,Family Dollar Stores,0.09119999999999999
psc,2011Q2,2011   Q2,$6.39 B,7,HHH,Howard Hughes Holdings Inc.,0.0363
psc,2011Q2,2011   Q2,$6.39 B,8,ALEX-OLD,Alexander & Baldwin,0.0268
psc,2011Q2,2011   Q2,$6.39 B,9,GLRE,Greenlight Capital Re Ltd.,0.001
psc,2011Q1,2011   Q1,$5.57 B,1,JCP,Penney (J.C.),0.22519999999999998
psc,2011Q1,2011   Q1,$5.57 B,2,GGP,Genl Growth Properties,0.1996
psc,2011Q1,2011   Q1,$5.57 B,3,FO,Fortune Brands Inc.,0.18530000000000002
psc,2011Q1,2011   Q1,$5.57 B,4,MDLZ,Mondelez International,0.1253
psc,2011Q1,2011   Q1,$5.57 B,5,C,Citigroup Inc.,0.1165
psc,2011Q1,2011   Q1,$5.57 B,6,FDO,Family Dollar Stores,0.053099999999999994
psc,2011Q1,2011   Q1,$5.57 B,7,HHH,Howard Hughes Holdings Inc.,0.0453
psc,2011Q1,2011   Q1,$5.57 B,8,ALEX-OLD,Alexander & Baldwin,0.0292
psc,2011Q1,2011   Q1,$5.57 B,9,CXW,CoreCivic Inc.,0.0194
psc,2011Q1,2011   Q1,$5.57 B,10,GLRE,Greenlight Capital Re Ltd.,0.0013
psc,2010Q4,2010   Q4,$5.71 B,1,JCP,Penney (J.C.),0.19760000000000003
psc,2010Q4,2010   Q4,$5.71 B,2,GGP,Genl Growth Properties,0.18969999999999998
psc,2010Q4,2010   Q4,$5.71 B,3,FO,Fortune Brands Inc.,0.1759
psc,2010Q4,2010   Q4,$5.71 B,4,C,Citigroup Inc.,0.12140000000000001
psc,2010Q4,2010   Q4,$5.71 B,5,MDLZ,Mondelez International,0.1074
psc,2010Q4,2010   Q4,$5.71 B,6,TGT,Target Corp.,0.0779
psc,2010Q4,2010   Q4,$5.71 B,7,GM,General Motors,0.0464
psc,2010Q4,2010   Q4,$5.71 B,8,CXW,CoreCivic Inc.,0.0344
psc,2010Q4,2010   Q4,$5.71 B,9,HHH,Howard Hughes Holdings Inc.,0.034
psc,2010Q4,2010   Q4,$5.71 B,10,ADP,Automatic Data Processing Inc.,0.011399999999999999
psc,2010Q4,2010   Q4,$5.71 B,11,BGP,Borders Group,0.0017000000000000001
psc,2010Q4,2010   Q4,$5.71 B,12,ALEX-OLD,Alexander & Baldwin,0.0012
psc,2010Q4,2010   Q4,$5.71 B,13,GLRE,Greenlight Capital Re Ltd.,0.0012
psc,2010Q3,2010   Q3,$4.04 B,1,MDLZ,Mondelez International,0.21100000000000002
psc,2010Q3,2010   Q3,$4.04 B,2,TGT,Target Corp.,0.18710000000000002
psc,2010Q3,2010   Q3,$4.04 B,3,C,Citigroup Inc.,0.1414
psc,2010Q3,2010   Q3,$4.04 B,4,JCP,Penney (J.C.),0.1057
psc,2010Q3,2010   Q3,$4.04 B,5,GGP,Genl Growth Properties,0.0925
psc,2010Q3,2010   Q3,$4.04 B,6,FO,Fortune Brands Inc.,0.091
psc,2010Q3,2010   Q3,$4.04 B,7,ADP,Automatic Data Processing Inc.,0.09050000000000001
psc,2010Q3,2010   Q3,$4.04 B,8,CXW,CoreCivic Inc.,0.0668
psc,2010Q3,2010   Q3,$4.04 B,9,LNY,Landry's Restaurants Inc.,0.009399999999999999
psc,2010Q3,2010   Q3,$4.04 B,10,BGP,Borders Group,0.0031
psc,2010Q3,2010   Q3,$4.04 B,11,GLRE,Greenlight Capital Re Ltd.,0.0015
psc,2010Q2,2010   Q2,$3.5 B,1,TGT,Target Corp.,0.2904
psc,2010Q2,2010   Q2,$3.5 B,2,MDLZ,Mondelez International,0.2691
psc,2010Q2,2010   Q2,$3.5 B,3,C,Citigroup Inc.,0.1573
psc,2010Q2,2010   Q2,$3.5 B,4,ADP,Automatic Data Processing Inc.,0.0951
psc,2010Q2,2010   Q2,$3.5 B,5,GGP,Genl Growth Properties,0.0907
psc,2010Q2,2010   Q2,$3.5 B,6,CXW,CoreCivic Inc.,0.0596
psc,2010Q2,2010   Q2,$3.5 B,7,YUM,Yum! Brands Inc.,0.0213
psc,2010Q2,2010   Q2,$3.5 B,8,LNY,Landry's Restaurants Inc.,0.0109
psc,2010Q2,2010   Q2,$3.5 B,9,BGP,Borders Group,0.004
psc,2010Q2,2010   Q2,$3.5 B,10,GLRE,Greenlight Capital Re Ltd.,0.0018
psc,2010Q1,2010   Q1,$3.32 B,1,TGT,Target Corp.,0.32789999999999997
psc,2010Q1,2010   Q1,$3.32 B,2,MDLZ,Mondelez International,0.2989
psc,2010Q1,2010   Q1,$3.32 B,3,YUM,Yum! Brands Inc.,0.17559999999999998
psc,2010Q1,2010   Q1,$3.32 B,4,GGP,Genl Growth Properties,0.1162
psc,2010Q1,2010   Q1,$3.32 B,5,CXW,CoreCivic Inc.,0.0655
psc,2010Q1,2010   Q1,$3.32 B,6,LNY,Landry's Restaurants Inc.,0.0084
psc,2010Q1,2010   Q1,$3.32 B,7,BGP,Borders Group,0.0055000000000000005
psc,2010Q1,2010   Q1,$3.32 B,8,GLRE,Greenlight Capital Re Ltd.,0.002
psc,2009Q4,2009   Q4,$1.9 B,1,TGT,Target Corp.,0.5303
psc,2009Q4,2009   Q4,$1.9 B,2,YUM,Yum! Brands Inc.,0.2548
psc,2009Q4,2009   Q4,$1.9 B,3,CXW,CoreCivic Inc.,0.1416
psc,2009Q4,2009   Q4,$1.9 B,4,H,Hyatt Hotels Corp.,0.0435
psc,2009Q4,2009   Q4,$1.9 B,5,LNY,Landry's Restaurants Inc.,0.0175
psc,2009Q4,2009   Q4,$1.9 B,6,BGP,Borders Group,0.0066
psc,2009Q4,2009   Q4,$1.9 B,7,GLRE,Greenlight Capital Re Ltd.,0.0031
psc,2009Q4,2009   Q4,$1.9 B,8,ADP,Automatic Data Processing Inc.,0.0026
psc,2009Q3,2009   Q3,$3.13 B,1,TGT,Target Corp.,0.38799999999999996
psc,2009Q3,2009   Q3,$3.13 B,2,EMC,EMC Corp.,0.3195
psc,2009Q3,2009   Q3,$3.13 B,3,MCD,McDonald's Corp.,0.15039999999999998
psc,2009Q3,2009   Q3,$3.13 B,4,ADP,Automatic Data Processing Inc.,0.0768
psc,2009Q3,2009   Q3,$3.13 B,5,CXW,CoreCivic Inc.,0.053200000000000004
psc,2009Q3,2009   Q3,$3.13 B,6,BGP,Borders Group,0.0105
psc,2009Q3,2009   Q3,$3.13 B,7,GLRE,Greenlight Capital Re Ltd.,0.0015
psc,2009Q2,2009   Q2,$2.19 B,1,TGT,Target Corp.,0.4485
psc,2009Q2,2009   Q2,$2.19 B,2,EMC,EMC Corp.,0.35119999999999996
psc,2009Q2,2009   Q2,$2.19 B,3,ADP,Automatic Data Processing Inc.,0.1175
psc,2009Q2,2009   Q2,$2.19 B,4,MCD,McDonald's Corp.,0.063
psc,2009Q2,2009   Q2,$2.19 B,5,BGP,Borders Group,0.0178
psc,2009Q2,2009   Q2,$2.19 B,6,GLRE,Greenlight Capital Re Ltd.,0.002
psc,2009Q1,2009   Q1,$1.93 B,1,TGT,Target Corp.,0.4439
psc,2009Q1,2009   Q1,$1.93 B,2,EMC,EMC Corp.,0.3468
psc,2009Q1,2009   Q1,$1.93 B,3,WEN,Wendy's Co.,0.08439999999999999
psc,2009Q1,2009   Q1,$1.93 B,4,V,Visa Inc.,0.0636
psc,2009Q1,2009   Q1,$1.93 B,5,AIV,Apartment Investment & Mgmt Co.,0.0231
psc,2009Q1,2009   Q1,$1.93 B,6,YUM,Yum! Brands Inc.,0.0222
psc,2009Q1,2009   Q1,$1.93 B,7,GGP,Genl Growth Properties,0.0086
psc,2009Q1,2009   Q1,$1.93 B,8,BGP,Borders Group,0.0034999999999999996
psc,2009Q1,2009   Q1,$1.93 B,9,GLRE,Greenlight Capital Re Ltd.,0.0021
psc,2009Q1,2009   Q1,$1.93 B,10,SKS,SAKS Inc.,0.0013
psc,2009Q1,2009   Q1,$1.93 B,11,ALX,Alexander's Inc.,0.0007000000000000001
psc,2008Q4,2008   Q4,$2.38 B,1,TGT,Target Corp.,0.3883
psc,2008Q4,2008   Q4,$2.38 B,2,EMC,EMC Corp.,0.258
psc,2008Q4,2008   Q4,$2.38 B,3,V,Visa Inc.,0.1573
