fund,quarter,quarter_label,portfolio_value,rank,ticker,company,weight,sector
AM,2019Q4,2019   Q4,$3.88 B,20,CWEN.A-OLD,Clearway Energy CL A,0.0007000000000000001,Unknown
AM,2019Q3,2019   Q3,$3.3 B,1,GOOG,Alphabet Inc. CL C,0.1646,Communication Services
AM,2019Q3,2019   Q3,$3.3 B,2,META,Meta Platforms Inc.,0.1527,Communication Services
AM,2019Q3,2019   Q3,$3.3 B,3,AMZN,Amazon.com Inc.,0.1396,Consumer Discretionary
AM,2019Q3,2019   Q3,$3.3 B,4,AABA,Altaba Inc.,0.0818,Communication Services
AM,2019Q3,2019   Q3,$3.3 B,5,MU,Micron Technology Inc.,0.078,Technology
AM,2019Q3,2019   Q3,$3.3 B,6,AGN,Allergan Plc,0.0661,Healthcare
AM,2019Q3,2019   Q3,$3.3 B,7,BABA,Alibaba Group Holdings,0.066,Consumer Discretionary
AM,2019Q3,2019   Q3,$3.3 B,8,PCG,PG&E Corp.,0.055,Utilities
AM,2019Q3,2019   Q3,$3.3 B,9,CZR,Caesars Entertainment,0.039599999999999996,Consumer Discretionary
AM,2019Q3,2019   Q3,$3.3 B,10,ET,Energy Transfer LP,0.0232,Energy
AM,2019Q3,2019   Q3,$3.3 B,11,AVGO,Broadcom Inc.,0.023,Technology
AM,2019Q3,2019   Q3,$3.3 B,12,CRM,Salesforce.com,0.0225,Technology
AM,2019Q3,2019   Q3,$3.3 B,13,ADBE,Adobe Inc.,0.0172,Technology
AM,2019Q3,2019   Q3,$3.3 B,14,TMUS,T-Mobile US Inc.,0.0167,Communication Services
AM,2019Q3,2019   Q3,$3.3 B,15,UNH,United Health Group Inc.,0.0165,Healthcare
AM,2019Q3,2019   Q3,$3.3 B,16,VST,Vistra Corp.,0.0139,Utilities
AM,2019Q3,2019   Q3,$3.3 B,17,LNG,Cheniere Energy Inc.,0.0078000000000000005,Energy
AM,2019Q3,2019   Q3,$3.3 B,18,HUM,Humana Inc.,0.0058,Healthcare
AM,2019Q3,2019   Q3,$3.3 B,19,BA,Boeing Co.,0.0034999999999999996,Industrials
AM,2019Q3,2019   Q3,$3.3 B,20,CWEN,Clearway Energy CL C,0.0033,Utilities
AM,2019Q2,2019   Q2,$2.24 B,1,PCG,PG&E Corp.,0.17190000000000003,Utilities
AM,2019Q2,2019   Q2,$2.24 B,2,META,Meta Platforms Inc.,0.1592,Communication Services
AM,2019Q2,2019   Q2,$2.24 B,3,AMZN,Amazon.com Inc.,0.1562,Consumer Discretionary
AM,2019Q2,2019   Q2,$2.24 B,4,GOOG,Alphabet Inc. CL C,0.1036,Communication Services
AM,2019Q2,2019   Q2,$2.24 B,5,AGN,Allergan Plc,0.0967,Healthcare
AM,2019Q2,2019   Q2,$2.24 B,6,CZR,Caesars Entertainment,0.059000000000000004,Consumer Discretionary
AM,2019Q2,2019   Q2,$2.24 B,7,ET,Energy Transfer LP,0.036699999999999997,Energy
AM,2019Q2,2019   Q2,$2.24 B,8,UNH,United Health Group Inc.,0.0364,Healthcare
AM,2019Q2,2019   Q2,$2.24 B,9,CRM,Salesforce.com,0.0338,Technology
AM,2019Q2,2019   Q2,$2.24 B,10,AABA,Altaba Inc.,0.0325,Communication Services
AM,2019Q2,2019   Q2,$2.24 B,11,TMUS,T-Mobile US Inc.,0.0231,Communication Services
AM,2019Q2,2019   Q2,$2.24 B,12,VST,Vistra Corp.,0.0174,Utilities
AM,2019Q2,2019   Q2,$2.24 B,13,MU,Micron Technology Inc.,0.0155,Technology
AM,2019Q2,2019   Q2,$2.24 B,14,ADBE,Adobe Inc.,0.0147,Technology
AM,2019Q2,2019   Q2,$2.24 B,15,LNG,Cheniere Energy Inc.,0.0125,Energy
AM,2019Q2,2019   Q2,$2.24 B,16,HUM,Humana Inc.,0.0113,Healthcare
AM,2019Q2,2019   Q2,$2.24 B,17,CWEN,Clearway Energy CL C,0.0053,Utilities
AM,2019Q2,2019   Q2,$2.24 B,18,I,Intelsat S.A.,0.0051,Unknown
AM,2019Q2,2019   Q2,$2.24 B,19,COOP-OLD,Mr. Cooper Group Inc.,0.0046,Unknown
AM,2019Q2,2019   Q2,$2.24 B,20,CNC,Centene Corp.,0.003,Healthcare
AM,2019Q1,2019   Q1,$3.31 B,1,MU,Micron Technology Inc.,0.2404,Technology
AM,2019Q1,2019   Q1,$3.31 B,2,AGN,Allergan Plc,0.1386,Healthcare
AM,2019Q1,2019   Q1,$3.31 B,3,PCG,PG&E Corp.,0.1242,Utilities
AM,2019Q1,2019   Q1,$3.31 B,4,META,Meta Platforms Inc.,0.1007,Communication Services
AM,2019Q1,2019   Q1,$3.31 B,5,AMZN,Amazon.com Inc.,0.0888,Consumer Discretionary
AM,2019Q1,2019   Q1,$3.31 B,6,AABA,Altaba Inc.,0.0526,Communication Services
AM,2019Q1,2019   Q1,$3.31 B,7,GOOG,Alphabet Inc. CL C,0.051399999999999994,Communication Services
AM,2019Q1,2019   Q1,$3.31 B,8,BABA,Alibaba Group Holdings,0.038599999999999995,Consumer Discretionary
AM,2019Q1,2019   Q1,$3.31 B,9,CZR,Caesars Entertainment,0.0361,Consumer Discretionary
AM,2019Q1,2019   Q1,$3.31 B,10,ET,Energy Transfer LP,0.0311,Energy
AM,2019Q1,2019   Q1,$3.31 B,11,TMUS,T-Mobile US Inc.,0.018799999999999997,Communication Services
AM,2019Q1,2019   Q1,$3.31 B,12,UNH,United Health Group Inc.,0.0187,Healthcare
AM,2019Q1,2019   Q1,$3.31 B,13,VST,Vistra Corp.,0.0178,Utilities
AM,2019Q1,2019   Q1,$3.31 B,14,LNG,Cheniere Energy Inc.,0.0121,Energy
AM,2019Q1,2019   Q1,$3.31 B,15,CRM,Salesforce.com,0.0096,Technology
AM,2019Q1,2019   Q1,$3.31 B,16,ADBE,Adobe Inc.,0.008100000000000001,Technology
AM,2019Q1,2019   Q1,$3.31 B,17,COOP-OLD,Mr. Cooper Group Inc.,0.0076,Unknown
AM,2019Q1,2019   Q1,$3.31 B,18,CWEN,Clearway Energy CL C,0.0039000000000000003,Utilities
AM,2019Q1,2019   Q1,$3.31 B,19,CWEN.A-OLD,Clearway Energy CL A,0.0011,Unknown
AM,2018Q4,2018   Q4,$2.03 B,1,MU,Micron Technology Inc.,0.2498,Technology
AM,2018Q4,2018   Q4,$2.03 B,2,META,Meta Platforms Inc.,0.0919,Communication Services
AM,2018Q4,2018   Q4,$2.03 B,3,PCG,PG&E Corp.,0.0756,Utilities
AM,2018Q4,2018   Q4,$2.03 B,4,AGN,Allergan Plc,0.0756,Healthcare
AM,2018Q4,2018   Q4,$2.03 B,5,GOOG,Alphabet Inc. CL C,0.0742,Communication Services
AM,2018Q4,2018   Q4,$2.03 B,6,AABA,Altaba Inc.,0.0668,Communication Services
AM,2018Q4,2018   Q4,$2.03 B,7,ETP-OLD,Energy Transfer Partners LP,0.050199999999999995,Energy
AM,2018Q4,2018   Q4,$2.03 B,8,ET,Energy Transfer LP,0.050199999999999995,Energy
AM,2018Q4,2018   Q4,$2.03 B,9,CZR,Caesars Entertainment,0.0443,Consumer Discretionary
AM,2018Q4,2018   Q4,$2.03 B,10,TMUS,T-Mobile US Inc.,0.0325,Communication Services
AM,2018Q4,2018   Q4,$2.03 B,11,UNH,United Health Group Inc.,0.030600000000000002,Healthcare
AM,2018Q4,2018   Q4,$2.03 B,12,AY-OLD,Atlantica Yield plc,0.028900000000000002,Utilities
AM,2018Q4,2018   Q4,$2.03 B,13,VST,Vistra Corp.,0.0285,Utilities
AM,2018Q4,2018   Q4,$2.03 B,14,ALL,Allstate Corp.,0.024700000000000003,Financials
AM,2018Q4,2018   Q4,$2.03 B,15,COOP-OLD,Mr. Cooper Group Inc.,0.0236,Unknown
AM,2018Q4,2018   Q4,$2.03 B,16,LNG,Cheniere Energy Inc.,0.0171,Energy
AM,2018Q4,2018   Q4,$2.03 B,17,TERP,TerraForm Power Inc.,0.0148,Utilities
AM,2018Q4,2018   Q4,$2.03 B,18,NRG,NRG Energy Inc.,0.009000000000000001,Utilities
AM,2018Q4,2018   Q4,$2.03 B,19,WFC,Wells Fargo,0.0068000000000000005,Financials
AM,2018Q4,2018   Q4,$2.03 B,20,KMT,Kennametal Inc.,0.0032,Industrials
AM,2018Q3,2018   Q3,$5.61 B,1,MU,Micron Technology Inc.,0.2903,Technology
AM,2018Q3,2018   Q3,$5.61 B,2,META,Meta Platforms Inc.,0.0968,Communication Services
AM,2018Q3,2018   Q3,$5.61 B,3,AGN,Allergan Plc,0.0677,Healthcare
AM,2018Q3,2018   Q3,$5.61 B,4,BABA,Alibaba Group Holdings,0.0441,Consumer Discretionary
AM,2018Q3,2018   Q3,$5.61 B,5,GOOG,Alphabet Inc. CL C,0.0426,Communication Services
AM,2018Q3,2018   Q3,$5.61 B,6,AABA,Altaba Inc.,0.041100000000000005,Communication Services
AM,2018Q3,2018   Q3,$5.61 B,7,TMUS,T-Mobile US Inc.,0.0337,Communication Services
AM,2018Q3,2018   Q3,$5.61 B,8,PCG,PG&E Corp.,0.0327,Utilities
AM,2018Q3,2018   Q3,$5.61 B,9,LRCX,Lam Research,0.0318,Technology
AM,2018Q3,2018   Q3,$5.61 B,10,ETP-OLD,Energy Transfer Partners LP,0.0288,Energy
AM,2018Q3,2018   Q3,$5.61 B,11,XPO,XPO Logistics,0.0275,Industrials
AM,2018Q3,2018   Q3,$5.61 B,12,CZR,Caesars Entertainment,0.0265,Consumer Discretionary
AM,2018Q3,2018   Q3,$5.61 B,13,BAC,Bank of America Corp.,0.0178,Financials
AM,2018Q3,2018   Q3,$5.61 B,14,STT,State Street Corp.,0.0177,Financials
AM,2018Q3,2018   Q3,$5.61 B,15,NRG,NRG Energy Inc.,0.0175,Utilities
AM,2018Q3,2018   Q3,$5.61 B,16,UNH,United Health Group Inc.,0.0165,Healthcare
AM,2018Q3,2018   Q3,$5.61 B,17,COOP-OLD,Mr. Cooper Group Inc.,0.015600000000000001,Unknown
AM,2018Q3,2018   Q3,$5.61 B,18,CNC,Centene Corp.,0.0152,Healthcare
AM,2018Q3,2018   Q3,$5.61 B,19,DG,Dollar General,0.014499999999999999,Consumer Staples
AM,2018Q3,2018   Q3,$5.61 B,20,AY-OLD,Atlantica Yield plc,0.0123,Utilities
AM,2018Q2,2018   Q2,$8.65 B,1,MU,Micron Technology Inc.,0.2458,Technology
AM,2018Q2,2018   Q2,$8.65 B,2,META,Meta Platforms Inc.,0.114,Communication Services
AM,2018Q2,2018   Q2,$8.65 B,3,AGN,Allergan Plc,0.0654,Healthcare
AM,2018Q2,2018   Q2,$8.65 B,4,BABA,Alibaba Group Holdings,0.0567,Consumer Discretionary
AM,2018Q2,2018   Q2,$8.65 B,5,AABA,Altaba Inc.,0.054299999999999994,Communication Services
AM,2018Q2,2018   Q2,$8.65 B,6,GOOG,Alphabet Inc. CL C,0.042699999999999995,Communication Services
AM,2018Q2,2018   Q2,$8.65 B,7,LRCX,Lam Research,0.0276,Technology
AM,2018Q2,2018   Q2,$8.65 B,8,TMUS,T-Mobile US Inc.,0.0276,Communication Services
AM,2018Q2,2018   Q2,$8.65 B,9,ETP-OLD,Energy Transfer Partners LP,0.0241,Energy
AM,2018Q2,2018   Q2,$8.65 B,10,BAC,Bank of America Corp.,0.0236,Financials
AM,2018Q2,2018   Q2,$8.65 B,11,WFC,Wells Fargo,0.0209,Financials
AM,2018Q2,2018   Q2,$8.65 B,12,CZR,Caesars Entertainment,0.0195,Consumer Discretionary
AM,2018Q2,2018   Q2,$8.65 B,13,XPO,XPO Logistics,0.0191,Industrials
AM,2018Q2,2018   Q2,$8.65 B,14,UNH,United Health Group Inc.,0.015,Healthcare
AM,2018Q2,2018   Q2,$8.65 B,15,CNC,Centene Corp.,0.0146,Healthcare
AM,2018Q2,2018   Q2,$8.65 B,16,ALLY,Ally Financial Inc.,0.0146,Financials
AM,2018Q2,2018   Q2,$8.65 B,17,TMO,Thermo Fisher Scientific,0.013999999999999999,Healthcare
AM,2018Q2,2018   Q2,$8.65 B,18,UBS,UBS AG,0.012199999999999999,Financials
AM,2018Q2,2018   Q2,$8.65 B,19,KEY,KeyCorp,0.0121,Financials
AM,2018Q2,2018   Q2,$8.65 B,20,HUN,Huntsman Corp.,0.0105,Materials
AM,2018Q1,2018   Q1,$9.32 B,1,MU,Micron Technology Inc.,0.1981,Technology
AM,2018Q1,2018   Q1,$9.32 B,2,META,Meta Platforms Inc.,0.1065,Communication Services
AM,2018Q1,2018   Q1,$9.32 B,3,BABA,Alibaba Group Holdings,0.07980000000000001,Consumer Discretionary
AM,2018Q1,2018   Q1,$9.32 B,4,AGN,Allergan Plc,0.0668,Healthcare
AM,2018Q1,2018   Q1,$9.32 B,5,AABA,Altaba Inc.,0.0637,Communication Services
AM,2018Q1,2018   Q1,$9.32 B,6,GOOG,Alphabet Inc. CL C,0.0449,Communication Services
AM,2018Q1,2018   Q1,$9.32 B,7,BAC,Bank of America Corp.,0.0353,Financials
AM,2018Q1,2018   Q1,$9.32 B,8,LRCX,Lam Research,0.0282,Technology
AM,2018Q1,2018   Q1,$9.32 B,9,TMUS,T-Mobile US Inc.,0.027200000000000002,Communication Services
AM,2018Q1,2018   Q1,$9.32 B,10,XPO,XPO Logistics,0.0233,Industrials
AM,2018Q1,2018   Q1,$9.32 B,11,ALLY,Ally Financial Inc.,0.0232,Financials
AM,2018Q1,2018   Q1,$9.32 B,12,NRG,NRG Energy Inc.,0.022099999999999998,Utilities
AM,2018Q1,2018   Q1,$9.32 B,13,WFC,Wells Fargo,0.0165,Financials
AM,2018Q1,2018   Q1,$9.32 B,14,UNH,United Health Group Inc.,0.016200000000000003,Healthcare
AM,2018Q1,2018   Q1,$9.32 B,15,MGM,MGM Resorts International,0.015300000000000001,Consumer Discretionary
AM,2018Q1,2018   Q1,$9.32 B,16,CZR,Caesars Entertainment,0.015300000000000001,Consumer Discretionary
AM,2018Q1,2018   Q1,$9.32 B,17,CNC,Centene Corp.,0.013999999999999999,Healthcare
AM,2018Q1,2018   Q1,$9.32 B,18,TMO,Thermo Fisher Scientific,0.0132,Healthcare
AM,2018Q1,2018   Q1,$9.32 B,19,UBS,UBS AG,0.0131,Financials
AM,2018Q1,2018   Q1,$9.32 B,20,DG,Dollar General,0.012199999999999999,Consumer Staples
AM,2017Q4,2017   Q4,$8.75 B,1,MU,Micron Technology Inc.,0.1293,Technology
AM,2017Q4,2017   Q4,$8.75 B,2,META,Meta Platforms Inc.,0.1115,Communication Services
AM,2017Q4,2017   Q4,$8.75 B,3,AAPL,Apple Inc.,0.08869999999999999,Technology
AM,2017Q4,2017   Q4,$8.75 B,4,BABA,Alibaba Group Holdings,0.0851,Consumer Discretionary
AM,2017Q4,2017   Q4,$8.75 B,5,AABA,Altaba Inc.,0.0708,Communication Services
AM,2017Q4,2017   Q4,$8.75 B,6,AGN,Allergan Plc,0.06480000000000001,Healthcare
AM,2017Q4,2017   Q4,$8.75 B,7,BAC,Bank of America Corp.,0.0579,Financials
AM,2017Q4,2017   Q4,$8.75 B,8,GOOG,Alphabet Inc. CL C,0.0425,Communication Services
AM,2017Q4,2017   Q4,$8.75 B,9,NRG,NRG Energy Inc.,0.0318,Utilities
AM,2017Q4,2017   Q4,$8.75 B,10,TMUS,T-Mobile US Inc.,0.027999999999999997,Communication Services
AM,2017Q4,2017   Q4,$8.75 B,11,ALLY,Ally Financial Inc.,0.0268,Financials
AM,2017Q4,2017   Q4,$8.75 B,12,ETP-OLD,Energy Transfer Partners LP,0.026699999999999998,Energy
AM,2017Q4,2017   Q4,$8.75 B,13,XPO,XPO Logistics,0.0231,Industrials
AM,2017Q4,2017   Q4,$8.75 B,14,WPZ,Williams Partners LP,0.0165,Energy
AM,2017Q4,2017   Q4,$8.75 B,15,URI,United Rentals,0.015,Industrials
AM,2017Q4,2017   Q4,$8.75 B,16,UNH,United Health Group Inc.,0.0149,Healthcare
AM,2017Q4,2017   Q4,$8.75 B,17,BSX,Boston Scientific,0.013600000000000001,Healthcare
AM,2017Q4,2017   Q4,$8.75 B,18,TMO,Thermo Fisher Scientific,0.0124,Healthcare
AM,2017Q4,2017   Q4,$8.75 B,19,OC,Owens Corning,0.0104,Industrials
AM,2017Q4,2017   Q4,$8.75 B,20,HUN,Huntsman Corp.,0.01,Materials
AM,2017Q3,2017   Q3,$6.68 B,1,MU,Micron Technology Inc.,0.10039999999999999,Technology
AM,2017Q3,2017   Q3,$6.68 B,2,BABA,Alibaba Group Holdings,0.09210000000000002,Consumer Discretionary
AM,2017Q3,2017   Q3,$6.68 B,3,META,Meta Platforms Inc.,0.08439999999999999,Communication Services
AM,2017Q3,2017   Q3,$6.68 B,4,GOOG,Alphabet Inc. CL C,0.0815,Communication Services
AM,2017Q3,2017   Q3,$6.68 B,5,AGN,Allergan Plc,0.0579,Healthcare
AM,2017Q3,2017   Q3,$6.68 B,6,AABA,Altaba Inc.,0.0464,Communication Services
AM,2017Q3,2017   Q3,$6.68 B,7,WPZ,Williams Partners LP,0.0433,Energy
AM,2017Q3,2017   Q3,$6.68 B,8,WDC,Western Digital Corp.,0.0333,Technology
AM,2017Q3,2017   Q3,$6.68 B,9,ETP-OLD,Energy Transfer Partners LP,0.0327,Energy
AM,2017Q3,2017   Q3,$6.68 B,10,NRG,NRG Energy Inc.,0.0323,Utilities
AM,2017Q3,2017   Q3,$6.68 B,11,AAPL,Apple Inc.,0.031400000000000004,Technology
AM,2017Q3,2017   Q3,$6.68 B,12,OC,Owens Corning,0.024700000000000003,Industrials
AM,2017Q3,2017   Q3,$6.68 B,13,ALLY,Ally Financial Inc.,0.024700000000000003,Financials
AM,2017Q3,2017   Q3,$6.68 B,14,BAC,Bank of America Corp.,0.024,Financials
AM,2017Q3,2017   Q3,$6.68 B,15,HUN,Huntsman Corp.,0.021099999999999997,Materials
AM,2017Q3,2017   Q3,$6.68 B,16,ALL,Allstate Corp.,0.0202,Financials
AM,2017Q3,2017   Q3,$6.68 B,17,UNH,United Health Group Inc.,0.0196,Healthcare
AM,2017Q3,2017   Q3,$6.68 B,18,URI,United Rentals,0.019299999999999998,Industrials
AM,2017Q3,2017   Q3,$6.68 B,19,PNC,PNC Financial Services,0.018600000000000002,Financials
AM,2017Q3,2017   Q3,$6.68 B,20,TERP,TerraForm Power Inc.,0.0169,Utilities
AM,2017Q2,2017   Q2,$6.36 B,1,AGN,Allergan Plc,0.096,Healthcare
AM,2017Q2,2017   Q2,$6.36 B,2,GOOG,Alphabet Inc. CL C,0.0836,Communication Services
AM,2017Q2,2017   Q2,$6.36 B,3,BABA,Alibaba Group Holdings,0.0819,Consumer Discretionary
AM,2017Q2,2017   Q2,$6.36 B,4,MU,Micron Technology Inc.,0.060599999999999994,Technology
AM,2017Q2,2017   Q2,$6.36 B,5,WPZ,Williams Partners LP,0.057999999999999996,Energy
AM,2017Q2,2017   Q2,$6.36 B,6,META,Meta Platforms Inc.,0.055999999999999994,Communication Services
AM,2017Q2,2017   Q2,$6.36 B,7,ETP-OLD,Energy Transfer Partners LP,0.047599999999999996,Energy
AM,2017Q2,2017   Q2,$6.36 B,8,AABA,Altaba Inc.,0.044000000000000004,Communication Services
AM,2017Q2,2017   Q2,$6.36 B,9,WDC,Western Digital Corp.,0.0358,Technology
AM,2017Q2,2017   Q2,$6.36 B,10,PNC,PNC Financial Services,0.035,Financials
AM,2017Q2,2017   Q2,$6.36 B,11,BAC,Bank of America Corp.,0.0335,Financials
AM,2017Q2,2017   Q2,$6.36 B,12,OC,Owens Corning,0.0263,Industrials
AM,2017Q2,2017   Q2,$6.36 B,13,ALL,Allstate Corp.,0.023700000000000002,Financials
AM,2017Q2,2017   Q2,$6.36 B,14,HUN,Huntsman Corp.,0.0218,Materials
AM,2017Q2,2017   Q2,$6.36 B,15,URI,United Rentals,0.020499999999999997,Industrials
AM,2017Q2,2017   Q2,$6.36 B,16,MHK,Mohawk Industries,0.0176,Consumer Discretionary
AM,2017Q2,2017   Q2,$6.36 B,17,TERP,TerraForm Power Inc.,0.016399999999999998,Utilities
AM,2017Q2,2017   Q2,$6.36 B,18,AY-OLD,Atlantica Yield plc,0.0158,Utilities
AM,2017Q2,2017   Q2,$6.36 B,19,AAPL,Apple Inc.,0.014199999999999999,Technology
AM,2017Q2,2017   Q2,$6.36 B,20,UNH,United Health Group Inc.,0.013600000000000001,Healthcare
AM,2017Q1,2017   Q1,$5.71 B,1,AGN,Allergan Plc,0.12300000000000001,Healthcare
AM,2017Q1,2017   Q1,$5.71 B,2,ETP-OLD,Energy Transfer Partners LP,0.0765,Energy
AM,2017Q1,2017   Q1,$5.71 B,3,WPZ,Williams Partners LP,0.0713,Energy
AM,2017Q1,2017   Q1,$5.71 B,4,GOOG,Alphabet Inc. CL C,0.069,Communication Services
AM,2017Q1,2017   Q1,$5.71 B,5,META,Meta Platforms Inc.,0.0475,Communication Services
AM,2017Q1,2017   Q1,$5.71 B,6,PNC,PNC Financial Services,0.041100000000000005,Financials
AM,2017Q1,2017   Q1,$5.71 B,7,BAC,Bank of America Corp.,0.0363,Financials
AM,2017Q1,2017   Q1,$5.71 B,8,MU,Micron Technology Inc.,0.0339,Technology
AM,2017Q1,2017   Q1,$5.71 B,9,GM,General Motors,0.0321,Consumer Discretionary
AM,2017Q1,2017   Q1,$5.71 B,10,LUV,Southwest Airlines,0.0291,Industrials
AM,2017Q1,2017   Q1,$5.71 B,11,OC,Owens Corning,0.0281,Industrials
AM,2017Q1,2017   Q1,$5.71 B,12,ALL,Allstate Corp.,0.0265,Financials
AM,2017Q1,2017   Q1,$5.71 B,13,HUN,Huntsman Corp.,0.0239,Materials
AM,2017Q1,2017   Q1,$5.71 B,14,MHK,Mohawk Industries,0.0227,Consumer Discretionary
AM,2017Q1,2017   Q1,$5.71 B,15,RF,Regions Financial Corp.,0.022400000000000003,Financials
AM,2017Q1,2017   Q1,$5.71 B,16,KMI,Kinder Morgan,0.020099999999999996,Energy
AM,2017Q1,2017   Q1,$5.71 B,17,AY-OLD,Atlantica Yield plc,0.0191,Utilities
AM,2017Q1,2017   Q1,$5.71 B,18,TERP,TerraForm Power Inc.,0.0189,Utilities
AM,2017Q1,2017   Q1,$5.71 B,19,WDC,Western Digital Corp.,0.018799999999999997,Technology
AM,2017Q1,2017   Q1,$5.71 B,20,PFE,Pfizer Inc.,0.0181,Healthcare
AM,2016Q4,2016   Q4,$5.35 B,1,AGN,Allergan Plc,0.1672,Healthcare
AM,2016Q4,2016   Q4,$5.35 B,2,ETP-OLD,Energy Transfer Partners LP,0.08,Energy
AM,2016Q4,2016   Q4,$5.35 B,3,GOOG,Alphabet Inc. CL C,0.0697,Communication Services
AM,2016Q4,2016   Q4,$5.35 B,4,WPZ,Williams Partners LP,0.0674,Energy
AM,2016Q4,2016   Q4,$5.35 B,5,META,Meta Platforms Inc.,0.046900000000000004,Communication Services
AM,2016Q4,2016   Q4,$5.35 B,6,PNC,PNC Financial Services,0.0426,Financials
AM,2016Q4,2016   Q4,$5.35 B,7,ALL,Allstate Corp.,0.0359,Financials
AM,2016Q4,2016   Q4,$5.35 B,8,TEVA,Teva Pharmaceutical Industries Ltd.,0.0342,Healthcare
AM,2016Q4,2016   Q4,$5.35 B,9,PFE,Pfizer Inc.,0.0292,Healthcare
AM,2016Q4,2016   Q4,$5.35 B,10,OC,Owens Corning,0.0262,Industrials
AM,2016Q4,2016   Q4,$5.35 B,11,MHK,Mohawk Industries,0.0236,Consumer Discretionary
AM,2016Q4,2016   Q4,$5.35 B,12,MYL-OLD,Mylan NV,0.0233,Unknown
AM,2016Q4,2016   Q4,$5.35 B,13,AY-OLD,Atlantica Yield plc,0.021,Utilities
AM,2016Q4,2016   Q4,$5.35 B,14,TERP,TerraForm Power Inc.,0.0208,Utilities
AM,2016Q4,2016   Q4,$5.35 B,15,HUN,Huntsman Corp.,0.0204,Materials
AM,2016Q4,2016   Q4,$5.35 B,16,RF,Regions Financial Corp.,0.0197,Financials
AM,2016Q4,2016   Q4,$5.35 B,17,WHR,Whirlpool Corp.,0.019299999999999998,Consumer Discretionary
AM,2016Q4,2016   Q4,$5.35 B,18,CFG,Citizens Financial Group Inc.,0.018799999999999997,Financials
AM,2016Q4,2016   Q4,$5.35 B,19,QCOM,QUALCOMM Inc.,0.0171,Technology
AM,2016Q4,2016   Q4,$5.35 B,20,HCA,HCA Healthcare Inc.,0.0158,Healthcare
AM,2016Q3,2016   Q3,$3.8 B,1,ETP-OLD,Energy Transfer Partners LP,0.11320000000000001,Energy
AM,2016Q3,2016   Q3,$3.8 B,2,GOOG,Alphabet Inc. CL C,0.0966,Communication Services
AM,2016Q3,2016   Q3,$3.8 B,3,WPZ,Williams Partners LP,0.0908,Energy
AM,2016Q3,2016   Q3,$3.8 B,4,AGN,Allergan Plc,0.0739,Healthcare
AM,2016Q3,2016   Q3,$3.8 B,5,ALL,Allstate Corp.,0.056799999999999996,Financials
AM,2016Q3,2016   Q3,$3.8 B,6,META,Meta Platforms Inc.,0.0501,Communication Services
AM,2016Q3,2016   Q3,$3.8 B,7,WHR,Whirlpool Corp.,0.0495,Consumer Discretionary
AM,2016Q3,2016   Q3,$3.8 B,8,OC,Owens Corning,0.0415,Industrials
AM,2016Q3,2016   Q3,$3.8 B,9,TERP,TerraForm Power Inc.,0.0319,Utilities
AM,2016Q3,2016   Q3,$3.8 B,10,SYF,Synchrony Financial,0.030699999999999998,Financials
AM,2016Q3,2016   Q3,$3.8 B,11,MHK,Mohawk Industries,0.0305,Consumer Discretionary
AM,2016Q3,2016   Q3,$3.8 B,12,AY-OLD,Atlantica Yield plc,0.0301,Utilities
AM,2016Q3,2016   Q3,$3.8 B,13,HUN,Huntsman Corp.,0.027200000000000002,Materials
AM,2016Q3,2016   Q3,$3.8 B,14,HCA,HCA Healthcare Inc.,0.0246,Healthcare
AM,2016Q3,2016   Q3,$3.8 B,15,AAPL,Apple Inc.,0.023799999999999998,Technology
AM,2016Q3,2016   Q3,$3.8 B,16,HDS,HD Supply Holdings,0.023799999999999998,Unknown
AM,2016Q3,2016   Q3,$3.8 B,17,KMI,Kinder Morgan,0.0222,Energy
AM,2016Q3,2016   Q3,$3.8 B,18,YHOO,Yahoo Inc.,0.0204,Unknown
AM,2016Q3,2016   Q3,$3.8 B,19,SGI,Somnigroup International Inc.,0.0177,Consumer Discretionary
AM,2016Q3,2016   Q3,$3.8 B,20,WDC,Western Digital Corp.,0.0177,Technology
AM,2016Q2,2016   Q2,$3.74 B,1,GOOG,Alphabet Inc. CL C,0.1167,Communication Services
AM,2016Q2,2016   Q2,$3.74 B,2,ETP-OLD,Energy Transfer Partners LP,0.11630000000000001,Energy
AM,2016Q2,2016   Q2,$3.74 B,3,WPZ,Williams Partners LP,0.0859,Energy
AM,2016Q2,2016   Q2,$3.74 B,4,AGN,Allergan Plc,0.0779,Healthcare
AM,2016Q2,2016   Q2,$3.74 B,5,ALL,Allstate Corp.,0.062400000000000004,Financials
AM,2016Q2,2016   Q2,$3.74 B,6,WHR,Whirlpool Corp.,0.0582,Consumer Discretionary
AM,2016Q2,2016   Q2,$3.74 B,7,OC,Owens Corning,0.046,Industrials
AM,2016Q2,2016   Q2,$3.74 B,8,SYF,Synchrony Financial,0.040999999999999995,Financials
AM,2016Q2,2016   Q2,$3.74 B,9,MHK,Mohawk Industries,0.038599999999999995,Consumer Discretionary
AM,2016Q2,2016   Q2,$3.74 B,10,LUV,Southwest Airlines,0.0365,Industrials
AM,2016Q2,2016   Q2,$3.74 B,11,AY-OLD,Atlantica Yield plc,0.0313,Utilities
AM,2016Q2,2016   Q2,$3.74 B,12,NXPI,NXP Semiconductors NV,0.029300000000000003,Technology
AM,2016Q2,2016   Q2,$3.74 B,13,HDS,HD Supply Holdings,0.025699999999999997,Unknown
